TITLE = "B00001"
VARIABLES = "x", "y", "Vx", "Vy", "isValid"
ZONE T="Frame 0", I=101, J=78, F=POINT
-47.978364408 96.7114614844 0 -0 0
-46.2532923818 96.7114614844 0 -0 0
-44.5282203555 96.7114614844 0 -0 0
-42.8031483293 96.7114614844 0 -0 0
-41.078076303 96.7114614844 0 -0 0
-39.3530042768 96.7114614844 0 -0 0
-37.6279322505 96.7114614844 0 -0 0
-35.9028602242 96.7114614844 0 -0 0
-34.177788198 96.7114614844 0 -0 0
-32.4527161717 96.7114614844 0 -0 0
-30.7276441455 96.7114614844 0 -0 0
-29.0025721192 96.7114614844 0 -0 0
-27.277500093 96.7114614844 0 -0 0
-25.5524280667 96.7114614844 0 -0 0
-23.8273560405 96.7114614844 0 -0 0
-22.1022840142 96.7114614844 0 -0 0
-20.377211988 96.7114614844 0 -0 0
-18.6521399617 96.7114614844 0 -0 0
-16.9270679355 96.7114614844 0 -0 0
-15.2019959092 96.7114614844 0 -0 0
-13.476923883 96.7114614844 0 -0 0
-11.7518518567 96.7114614844 0 -0 0
-10.0267798305 96.7114614844 0 -0 0
-8.3017078042 96.7114614844 0 -0 0
-6.576635778 96.7114614844 0 -0 0
-4.8515637517 96.7114614844 0 -0 0
-3.1264917254 96.7114614844 0 -0 0
-1.4014196992 96.7114614844 0 -0 0
0.3236523271 96.7114614844 0 -0 0
2.0487243533 96.7114614844 0 -0 0
3.7737963796 96.7114614844 0 -0 0
5.4988684058 96.7114614844 0 -0 0
7.2239404321 96.7114614844 0 -0 0
8.9490124583 96.7114614844 0 -0 0
10.6740844846 96.7114614844 0 -0 0
12.3991565108 96.7114614844 0 -0 0
14.1242285371 96.7114614844 0 -0 0
15.8493005633 96.7114614844 0 -0 0
17.5743725896 96.7114614844 0 -0 0
19.2994446158 96.7114614844 0 -0 0
21.0245166421 96.7114614844 0 -0 0
22.7495886683 96.7114614844 0 -0 0
24.4746606946 96.7114614844 0 -0 0
26.1997327209 96.7114614844 0 -0 0
27.9248047471 96.7114614844 0 -0 0
29.6498767734 96.7114614844 0 -0 0
31.3749487996 96.7114614844 0 -0 0
33.1000208259 96.7114614844 0 -0 0
34.8250928521 96.7114614844 0 -0 0
36.5501648784 96.7114614844 0 -0 0
38.2752369046 96.7114614844 0 -0 0
40.0003089309 96.7114614844 0 -0 0
41.7253809571 96.7114614844 0 -0 0
43.4504529834 96.7114614844 0 -0 0
45.1755250096 96.7114614844 0 -0 0
46.9005970359 96.7114614844 0 -0 0
48.6256690621 96.7114614844 0 -0 0
50.3507410884 96.7114614844 0 -0 0
52.0758131146 96.7114614844 0 -0 0
53.8008851409 96.7114614844 0 -0 0
55.5259571671 96.7114614844 0 -0 0
57.2510291934 96.7114614844 0 -0 0
58.9761012197 96.7114614844 0 -0 0
60.7011732459 96.7114614844 0 -0 0
62.4262452722 96.7114614844 0 -0 0
64.1513172984 96.7114614844 0 -0 0
65.8763893247 96.7114614844 0 -0 0
67.6014613509 96.7114614844 0 -0 0
69.3265333772 96.7114614844 0 -0 0
71.0516054034 96.7114614844 0 -0 0
72.7766774297 96.7114614844 0 -0 0
74.5017494559 96.7114614844 0 -0 0
76.2268214822 96.7114614844 0 -0 0
77.9518935084 96.7114614844 0 -0 0
79.6769655347 96.7114614844 0 -0 0
81.4020375609 96.7114614844 0 -0 0
83.1271095872 96.7114614844 0 -0 0
84.8521816134 96.7114614844 0 -0 0
86.5772536397 96.7114614844 0 -0 0
88.302325666 96.7114614844 0 -0 0
90.0273976922 96.7114614844 0 -0 0
91.7524697185 96.7114614844 0 -0 0
93.4775417447 96.7114614844 0 -0 0
95.202613771 96.7114614844 0 -0 0
96.9276857972 96.7114614844 0 -0 0
98.6527578235 96.7114614844 0 -0 0
100.3778298497 96.7114614844 0 -0 0
102.102901876 96.7114614844 0 -0 0
103.8279739022 96.7114614844 0 -0 0
105.5530459285 96.7114614844 0 -0 0
107.2781179547 96.7114614844 0 -0 0
109.003189981 96.7114614844 0 -0 0
110.7282620072 96.7114614844 0 -0 0
112.4533340335 96.7114614844 0 -0 0
114.1784060597 96.7114614844 0 -0 0
115.903478086 96.7114614844 0 -0 0
117.6285501122 96.7114614844 0 -0 0
119.3536221385 96.7114614844 0 -0 0
121.0786941648 96.7114614844 0 -0 0
122.803766191 96.7114614844 0 -0 0
124.5288382173 96.7114614844 0 -0 0
-47.978364408 94.9863894582 0 -0 0
-46.2532923818 94.9863894582 9.6300432649 0.2889301469 1
-44.5282203555 94.9863894582 9.6878689542 0.4569458916 1
-42.8031483293 94.9863894582 9.520080887 0.3561934376 1
-41.078076303 94.9863894582 9.3896995057 0.2983809683 1
-39.3530042768 94.9863894582 9.5037248261 0.4502051675 1
-37.6279322505 94.9863894582 9.7761960899 0.5561075406 1
-35.9028602242 94.9863894582 0 -0 0
-34.177788198 94.9863894582 0 -0 0
-32.4527161717 94.9863894582 0 -0 0
-30.7276441455 94.9863894582 0 -0 0
-29.0025721192 94.9863894582 0 -0 0
-27.277500093 94.9863894582 0 -0 0
